Ano;Trimestre;Establecimiento;Indicador;Meta;Numerador;Denominador;Resultado;Cumplimiento;Ponderador
2014;4;HOSPITAL LAJA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;1290;1360;0,95;0,95;0,25
2014;4;HOSPITAL LAJA;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;93;123;0,76;1,00;0,20
2014;4;HOSPITAL SANTA BARBARA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;803;1205;0,67;0,99;0,25
2014;4;HOSPITAL SANTA BARBARA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;267;502;0,53;1,00;0,25
2014;4;HOSPITAL SANTA BARBARA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL SANTA BARBARA;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL SANTA BARBARA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1472;1472;1,00;1,00;0,25
2014;4;HOSPITAL SANTA BARBARA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;1076;989;1,09;1,00;0,25
2014;4;HOSPITAL SANTA BARBARA;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;102;103;0,99;1,00;0,20
2014;4;HOSPITAL YUMBEL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;1226;1796;0,68;1,00;0,25
2014;4;HOSPITAL YUMBEL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;514;897;0,57;1,00;0,25
2014;4;HOSPITAL YUMBEL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL YUMBEL;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL YUMBEL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1602;1602;1,00;1,00;0,15
2014;4;HOSPITAL YUMBEL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;1240;1009;1,23;1,00;0,25
2014;4;HOSPITAL YUMBEL;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;84;111;0,76;1,00;0,20
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;6,00;102138;21598;0,05;1,00;0,10
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;1,00;920;866;1,06;1,00;0,15
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;12840;12843;1,00;1,00;0,20
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;63177;52809;1,20;1,00;0,15
2014;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;914;1496;0,61;1,00;0,15
2014;4;Dirección de Servicio de Salud;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Dirección de Servicio de Salud;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Dirección de Servicio de Salud;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Dirección de Servicio de Salud;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Dirección de Servicio de Salud;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;26258;26261;1,00;1,00;0,15
2014;4;Dirección de Servicio de Salud;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;Dirección de Servicio de Salud;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;94;186;0,51;1,00;0,20
2015;4;HOSPITAL HUEPIL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,66;317;500;0,63;0,96;0,20
2015;4;HOSPITAL HUEPIL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,53;127;256;0,50;0,94;0,20
2015;4;HOSPITAL HUEPIL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL HUEPIL;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL HUEPIL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2474;2474;1,00;1,00;0,20
2015;4;HOSPITAL HUEPIL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;713;709;1,01;1,00;0,20
2015;4;HOSPITAL HUEPIL;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;68;86;0,79;1,00;0,20
2015;4;HOSPITAL MULCHEN;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,72;1086;1424;0,76;1,00;0,20
2015;4;HOSPITAL MULCHEN;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,47;406;923;0,44;0,94;0,20
2015;4;HOSPITAL MULCHEN;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL MULCHEN;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL MULCHEN;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2189;2189;1,00;1,00;0,20
2015;4;HOSPITAL MULCHEN;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;1317;1145;1,15;1,00;0,20
2015;4;HOSPITAL MULCHEN;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;101;177;0,57;1,00;0,20
2015;4;HOSPITAL NACIMIENTO;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,61;1113;1758;0,63;1,00;0,20
2015;4;HOSPITAL NACIMIENTO;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,44;489;1119;0,44;0,99;0,20
2015;4;HOSPITAL NACIMIENTO;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL NACIMIENTO;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL NACIMIENTO;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1735;1738;1,00;1,00;0,20
2015;4;HOSPITAL NACIMIENTO;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;664;714;0,93;0,93;0,20
2015;4;HOSPITAL NACIMIENTO;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;112;134;0,84;1,00;0,20
2015;4;HOSPITAL LAJA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,68;783;1223;0,64;0,94;0,20
2015;4;HOSPITAL LAJA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,45;294;684;0,43;0,96;0,20
2015;4;HOSPITAL LAJA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL LAJA;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL LAJA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2475;2476;1,00;1,00;0,20
2015;4;HOSPITAL LAJA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;1151;1129;1,02;1,00;0,20
2015;4;HOSPITAL LAJA;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;112;127;0,88;1,00;0,20
2015;4;HOSPITAL SANTA BARBARA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;340;531;0,64;0,96;0,20
2015;4;HOSPITAL SANTA BARBARA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,53;78;260;0,30;0,57;0,20
2015;4;HOSPITAL SANTA BARBARA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL SANTA BARBARA;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL SANTA BARBARA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1848;1848;1,00;1,00;0,20
2015;4;HOSPITAL SANTA BARBARA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;1095;997;1,10;1,00;0,20
2015;4;HOSPITAL SANTA BARBARA;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;105;105;1,00;1,00;0,20
2015;4;HOSPITAL YUMBEL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;521;752;0,69;1,00;0,20
2015;4;HOSPITAL YUMBEL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,55;272;475;0,57;1,00;0,20
2015;4;HOSPITAL YUMBEL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL YUMBEL;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;HOSPITAL YUMBEL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1534;1534;1,00;1,00;0,20
2015;4;HOSPITAL YUMBEL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;1030;1035;1,00;1,00;0,20
2015;4;HOSPITAL YUMBEL;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;96;113;0,85;1,00;0,20
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;6,00;105562;23963;0,04;1,00;0,15
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;1,00;864;1101;0,78;0,78;0,10
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;14968;14968;1,00;1,00;0,15
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;1,00;66301;63346;1,05;1,00;0,15
2015;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;1073;1515;0,71;1,00;0,20
2015;4;Dirección de Servicio de Salud;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Dirección de Servicio de Salud;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Dirección de Servicio de Salud;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Dirección de Servicio de Salud;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDAD EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Dirección de Servicio de Salud;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;27223;27227;1,00;1,00;0,15
2015;4;Dirección de Servicio de Salud;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2015;0,00;0;0;NO APLICA;NO APLICA;0,00
2015;4;Dirección de Servicio de Salud;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2015 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y DESARROLLO DE LA GESTION ADMINISTRATIVA FISICA Y FINANCIERA.;0,50;142;190;0,75;1,00;0,20
2016;4;Hospital de Huepil;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,67;530;906;0,58;0,87;0,20
2016;4;Hospital de Huepil;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,48;159;457;0,35;0,72;0,20
2016;4;Hospital de Huepil;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Huepil;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
